System Number	$b	$j
014805496	HMNTS	lsidyv3424a7b5
014805497	HMNTS	lsidyv2b306649
014805498	HMNTS	lsidyv2b2fbd89
014805499	HMNTS	lsidyv3a288d6c
014805500	HMNTS	lsidyv3ac0f04f
014805501	HMNTS	lsidyv3c49506c
014805502	HMNTS	lsidyv3a98522f
014805503	HMNTS	lsidyv34774ebd
014805504	HMNTS	lsidyv34776844
014805505	HMNTS	lsidyv396c536b
014805506	HMNTS	lsidyv3a021c9e
014805507	HMNTS	lsidyv39932f35
014805508	HMNTS	lsidyv3b6c847a
014805509	HMNTS	lsidyv3498e1c5
014805510	HMNTS	lsidyv392574e1
014805511	HMNTS	lsidyv3938d783
014805512	HMNTS	lsidyv3a1173b3
014805513	HMNTS	lsidyv39d6d196
014805514	HMNTS	lsidyv349ca178
014805515	HMNTS	lsidyv2c27a7ea
014805516	HMNTS	lsidyv3ce7f09c
014805517	HMNTS	lsidyv3ce1d934
014805518	HMNTS	lsidyv3bb21406
014805519	HMNTS	lsidyv3b9911d2
014805520	HMNTS	lsidyv2aef7a45
014805521	HMNTS	lsidyv34f60ea9
014805522	HMNTS	lsidyv39f118ba
014805523	HMNTS	lsidyv3aa896fe
014805524	HMNTS	lsidyv39239adb
014805525	HMNTS	lsidyv34259599
014805526	HMNTS	lsidyv3a21b679
014805527	HMNTS	lsidyv353e8fe0
014805528	HMNTS	lsidyv3b8fabd7
014805529	HMNTS	lsidyv3479975f
014805530	HMNTS	lsidyv3aebaae9
014805531	HMNTS	lsidyv3aec882c
014805532	HMNTS	lsidyv3b3c9662
014805533	HMNTS	lsidyv341eae5b
014805534	HMNTS	lsidyv3c114844
014805535	HMNTS	lsidyv3adad827
014805536	HMNTS	lsidyv3a8489ad
014805537	HMNTS	lsidyv3a04b876
014805538	HMNTS	lsidyv3461af41
014805539	HMNTS	lsidyv3937e0ff
014805540	HMNTS	lsidyv2b467bcb
014805541	HMNTS	lsidyv3ce7d942
014805542	HMNTS	lsidyv38f1be2d
014805543	HMNTS	lsidyv390ecd3f
014805544	HMNTS	lsidyv317209cd
014805545	HMNTS	lsidyv33968da7
014805546	HMNTS	lsidyv39696797
014805547	HMNTS	lsidyv3ad25ebe
014805548	HMNTS	lsidyv3aed76a6
014805549	HMNTS	lsidyv39ac54c3
014805550	HMNTS	lsidyv308ec81b
014805551	HMNTS	lsidyv3c4dc633
014805552	HMNTS	lsidyv3c36cbb6
014805553	HMNTS	lsidyv391f022e
014805554	HMNTS	lsidyv3ccaacd6
014805555	HMNTS	lsidyv39154ef1
014805556	HMNTS	lsidyv3b3c4670
014805557	HMNTS	lsidyv3c765136
014805558	HMNTS	lsidyv3bc16369
014805559	HMNTS	lsidyv3ca649bf
014805560	HMNTS	lsidyv394410ff
014805561	HMNTS	lsidyv3391e3b3
014805562	HMNTS	lsidyv2b546048
014805563	HMNTS	lsidyv3a14da52
014805564	HMNTS	lsidyv3a60ec97
014805565	HMNTS	lsidyv3a037893
014805566	HMNTS	lsidyv39a881d4
014805567	HMNTS	lsidyv3a4e7cba
014805568	HMNTS	lsidyv34785677
014805569	HMNTS	lsidyv3bfec26b
014805570	HMNTS	lsidyv3c2e86be
014805571	HMNTS	lsidyv3a4cd1c8
014805572	HMNTS	lsidyv3adf186b
014805573	HMNTS	lsidyv3adb0fb9
014805574	HMNTS	lsidyv3aa9fbba
014805575	HMNTS	lsidyv3c4385ff
014805576	HMNTS	lsidyv3967c536
014805577	HMNTS	lsidyv3c104512
014805578	HMNTS	lsidyv3c176d70
014805579	HMNTS	lsidyv3c3ff94c
014805580	HMNTS	lsidyv3cdf5c03
014805581	HMNTS	lsidyv3bcf98da
014805582	HMNTS	lsidyv345dd7d2
014805583	HMNTS	lsidyv346b6984
014805584	HMNTS	lsidyv345e3286
014805585	HMNTS	lsidyv3940c491
014805586	HMNTS	lsidyv35055443
014805587	HMNTS	lsidyv3907cfe5
014805588	HMNTS	lsidyv3abbaddf
014805589	HMNTS	lsidyv30155dce
014805590	HMNTS	lsidyv39063f2c
014805591	HMNTS	lsidyv3910104b
014805592	HMNTS	lsidyv3a1286cc
014805593	HMNTS	lsidyv3b7f4800
014805594	HMNTS	lsidyv39bef4a3
014805595	HMNTS	lsidyv3b350a9d
014805596	HMNTS	lsidyv39a7ed03
014805597	HMNTS	lsidyv3a07d59e
014805598	HMNTS	lsidyv3a96e533
014805599	HMNTS	lsidyv353f2a58
014805600	HMNTS	lsidyv3a922e69
014805601	HMNTS	lsidyv3a4360f9
014805602	HMNTS	lsidyv3015a84f
014805603	HMNTS	lsidyv3016ca42
014805604	HMNTS	lsidyv38e3c191
014805605	HMNTS	lsidyv393e179f
014805606	HMNTS	lsidyv35ff5772
014805607	HMNTS	lsidyv3b9efdb8
014805608	HMNTS	lsidyv3927c6c5
014805609	HMNTS	lsidyv319d8c2e
014805610	HMNTS	lsidyv3472ea5d
014805611	HMNTS	lsidyv3491ef25
014805612	HMNTS	lsidyv3b0a43de
014805613	HMNTS	lsidyv3c8edcc9
014805614	HMNTS	lsidyv3475b681
014805615	HMNTS	lsidyv34944b12
014805616	HMNTS	lsidyv3c2ee56a
014805617	HMNTS	lsidyv3bcfbe87
014805618	HMNTS	lsidyv3becb649
014805619	HMNTS	lsidyv3ce76d35
014805620	HMNTS	lsidyv3cc2ff8a
014805621	HMNTS	lsidyv3bc89caa
014805622	HMNTS	lsidyv38faaee1
014805623	HMNTS	lsidyv30804478
014805624	HMNTS	lsidyv3929918a
014805625	HMNTS	lsidyv3c8b8bd5
014805626	HMNTS	lsidyv392cf73c
014805627	HMNTS	lsidyv3bdd40ae
014805628	HMNTS	lsidyv3b2313c9
014805629	HMNTS	lsidyv342411b7
014805630	HMNTS	lsidyv3a032ca0
014805631	HMNTS	lsidyv3420e564
014805632	HMNTS	lsidyv32dcdd40
014805633	HMNTS	lsidyv3cbd8b4c
014805636	HMNTS	lsidyv346196a9
014805637	HMNTS	lsidyv3461ff8f
014805638	HMNTS	lsidyv3a530e15
014805639	HMNTS	lsidyv3977b644
014805640	HMNTS	lsidyv3b2245a6
014805641	HMNTS	lsidyv33940052
014805642	HMNTS	lsidyv31403645
014805643	HMNTS	lsidyv349945f9
014805644	HMNTS	lsidyv3471e0fe
014805646	HMNTS	lsidyv3a848104
014805647	HMNTS	lsidyv39a74870
014805648	HMNTS	lsidyv39843cab
014805649	HMNTS	lsidyv3a1a0b46
014805650	HMNTS	lsidyv3987dee9
014805651	HMNTS	lsidyv398077e2
014805652	HMNTS	lsidyv39bf7549
014805653	HMNTS	lsidyv39a87a33
014805654	HMNTS	lsidyv3083f0f2
014805655	HMNTS	lsidyv39a26559
014805656	HMNTS	lsidyv39b5500c
014805657	HMNTS	lsidyv3b223d8d
014805658	HMNTS	lsidyv3ce3aa6d
014805659	HMNTS	lsidyv39e270c5
014805660	HMNTS	lsidyv3a9c544d
014805661	HMNTS	lsidyv3abaa01c
014805662	HMNTS	lsidyv3ce3b63a
014805663	HMNTS	lsidyv3be105bc
014805664	HMNTS	lsidyv2b3c88ba
014805665	HMNTS	lsidyv3bfb8a92
014805666	HMNTS	lsidyv3bf9b447
014805667	HMNTS	lsidyv3bf75151
014805668	HMNTS	lsidyv39c43d03
014805669	HMNTS	lsidyv397c169d
014805670	HMNTS	lsidyv39a2a5c2
014805671	HMNTS	lsidyv2b375025
014805672	HMNTS	lsidyv2b34e3a0
014805673	HMNTS	lsidyv3bdcb83a
014805674	HMNTS	lsidyv3a19a4d7
014805675	HMNTS	lsidyv3cc375c7
014805676	HMNTS	lsidyv3ce64b20
014805677	HMNTS	lsidyv3ba1f1c4
014805678	HMNTS	lsidyv3c4e9278
014805679	HMNTS	lsidyv3c4014b8
014805680	HMNTS	lsidyv39201192
014805681	HMNTS	lsidyv2ae7000b
014805682	HMNTS	lsidyv3cbdd0f5
014805683	HMNTS	lsidyv3ce1e645
014805684	HMNTS	lsidyv3ce1e321
014805685	HMNTS	lsidyv318aa45a
014805686	HMNTS	lsidyv39604927
014805687	HMNTS	lsidyv3b2d778f
014805688	HMNTS	lsidyv3a0503bb
014805689	HMNTS	lsidyv3ab7b189
014805690	HMNTS	lsidyv3ccb350b
014805691	HMNTS	lsidyv2afd77f2
014805692	HMNTS	lsidyv3ca85dc5
014805693	HMNTS	lsidyv3b11f7ef
014805694	HMNTS	lsidyv3bbaf07d
014805695	HMNTS	lsidyv392afee3
014805696	HMNTS	lsidyv3b0e244e
014805697	HMNTS	lsidyv2b4c75dc
014805698	HMNTS	lsidyv3b2ee5d3
014805699	HMNTS	lsidyv3b106791
014805700	HMNTS	lsidyv3a429ed0
014805701	HMNTS	lsidyv3a20c23b
014805702	HMNTS	lsidyv3cdddf9b
014805703	HMNTS	lsidyv3a991d33
014805704	HMNTS	lsidyv3a1217bd
014805705	HMNTS	lsidyv34feef26
014805706	HMNTS	lsidyv3499b08f
014805707	HMNTS	lsidyv3a1c5983
014805708	HMNTS	lsidyv34758461
014805709	HMNTS	lsidyv3a1ac3f3
014805710	HMNTS	lsidyv3a438a17
014805711	HMNTS	lsidyv3a4a638a
014805712	HMNTS	lsidyv3bf9406b
014805713	HMNTS	lsidyv38e946da
014805714	HMNTS	lsidyv3c6e4b33
014805715	HMNTS	lsidyv38dfab8d
014805716	HMNTS	lsidyv3aa50b07
014805717	HMNTS	lsidyv3aedd433
014805718	HMNTS	lsidyv3bb671ea
014805719	HMNTS	lsidyv3ccbe5d8
014805720	HMNTS	lsidyv3b95cd5f
014805721	HMNTS	lsidyv3a4fede6
014805722	HMNTS	lsidyv3bb5b79c
014805723	HMNTS	lsidyv3b61d552
014805724	HMNTS	lsidyv3a002bf5
014805725	HMNTS	lsidyv3c93fd6f
014805726	HMNTS	lsidyv3c465419
014805727	HMNTS	lsidyv3c3a1746
014805728	HMNTS	lsidyv3a846001
014805729	HMNTS	lsidyv3ac51c18
014805730	HMNTS	lsidyv3c0a1ed0
014805731	HMNTS	lsidyv35418ec4
014805732	HMNTS	lsidyv3cac16e5
014805733	HMNTS	lsidyv3c67f8f8
014805734	HMNTS	lsidyv3c5b0ad5
014805737	HMNTS	lsidyv394899f2
014805738	HMNTS	lsidyv34f9ee9a
014805739	HMNTS	lsidyv3501f721
014805740	HMNTS	lsidyv3a308fc9
014805741	HMNTS	lsidyv3bd60cc5
014805742	HMNTS	lsidyv3cde2683
014805743	HMNTS	lsidyv392ce4f7
014805744	HMNTS	lsidyv2aeee3ea
014805745	HMNTS	lsidyv3acdf381
014805746	HMNTS	lsidyv3a233da1
014805747	HMNTS	lsidyv3c62f5bd
014805748	HMNTS	lsidyv3bc7cde3
014805749	HMNTS	lsidyv3b222552
014805750	HMNTS	lsidyv39547b1b
014805751	HMNTS	lsidyv301631e7
014805752	HMNTS	lsidyv3017dfc6
014805753	HMNTS	lsidyv38ef4e17
014805754	HMNTS	lsidyv32b68dad
014805755	HMNTS	lsidyv38e507ae
014805756	HMNTS	lsidyv35021433
014805757	HMNTS	lsidyv3b2fac5c
014805758	HMNTS	lsidyv3b4bed4a
014805759	HMNTS	lsidyv3b305c6a
014805760	HMNTS	lsidyv3b526182
014805761	HMNTS	lsidyv3b92af52
014805762	HMNTS	lsidyv39e88b4a
014805763	HMNTS	lsidyv390aca4e
014805764	HMNTS	lsidyv38feb39b
014805765	HMNTS	lsidyv34270243
014805766	HMNTS	lsidyv3bbe1e05
014805767	HMNTS	lsidyv30162984
014805768	HMNTS	lsidyv3969b3d0
014805769	HMNTS	lsidyv396a1547
014805770	HMNTS	lsidyv3a8ae77c
014805771	HMNTS	lsidyv39acccd1
014805772	HMNTS	lsidyv3aa6b89b
014805773	HMNTS	lsidyv3c5520f3
014805774	HMNTS	lsidyv3909f1ae
014805775	HMNTS	lsidyv3b6734e9
014805776	HMNTS	lsidyv3978c6c5
014805777	HMNTS	lsidyv39850e9a
014805778	HMNTS	lsidyv3b853da0
014805779	HMNTS	lsidyv3a6145b7
014805780	HMNTS	lsidyv3b3cc6fd
014805781	HMNTS	lsidyv3c1cec00
014805782	HMNTS	lsidyv2b5d6ec9
014805783	HMNTS	lsidyv32dcaf0a
014805786	HMNTS	lsidyv3017bb01
014805787	HMNTS	lsidyv3958118d
014805788	HMNTS	lsidyv396c166b
014805789	HMNTS	lsidyv3bbd835c
014805790	HMNTS	lsidyv3bbc8e23
014805791	HMNTS	lsidyv3bbcdd87
014805792	HMNTS	lsidyv30163d90
014805793	HMNTS	lsidyv3bc026cd
014805794	HMNTS	lsidyv3a99450e
014805795	HMNTS	lsidyv3c5b0730
014805796	HMNTS	lsidyv39440285
014805797	HMNTS	lsidyv3bb1a70f
014805798	HMNTS	lsidyv3c9d7b51
014805799	HMNTS	lsidyv3c11db4d
014805800	HMNTS	lsidyv3c9fbb4c
014805801	HMNTS	lsidyv2b04e8ac
014805802	HMNTS	lsidyv3c30e674
014805803	HMNTS	lsidyv3c61f439
014805804	HMNTS	lsidyv3c80e3c3
014805805	HMNTS	lsidyv3c8d0262
014805806	HMNTS	lsidyv3a2f2263
014805807	HMNTS	lsidyv38fd1ff5
014805808	HMNTS	lsidyv3ad0ad50
014805809	HMNTS	lsidyv3a2d78ea
014805810	HMNTS	lsidyv3ae6af37
014805811	HMNTS	lsidyv39b2e179
014805812	HMNTS	lsidyv319e0317
014805813	HMNTS	lsidyv3182ab66
014805814	HMNTS	lsidyv39a70dac
014805815	HMNTS	lsidyv3b31412b
014805816	HMNTS	lsidyv2af61e6a
014805817	HMNTS	lsidyv3a25a9a1
014805818	HMNTS	lsidyv39f7fa6e
014805819	HMNTS	lsidyv33918f9a
014805820	HMNTS	lsidyv3a4e16ba
014805821	HMNTS	lsidyv3513f0a8
014805822	HMNTS	lsidyv3a4a5789
014805823	HMNTS	lsidyv3495d732
014805824	HMNTS	lsidyv2b2b7a14
014805825	HMNTS	lsidyv39ff7a8c
014805826	HMNTS	lsidyv3a9c5934
014805827	HMNTS	lsidyv3cde335c
014805828	HMNTS	lsidyv3976ad22
014805829	HMNTS	lsidyv34600f09
014805830	HMNTS	lsidyv3c09d3c7
014805831	HMNTS	lsidyv39d9d847
014805832	HMNTS	lsidyv3984bc7d
014805833	HMNTS	lsidyv39689e5f
014805834	HMNTS	lsidyv3b53f50f
014805835	HMNTS	lsidyv3b0c8b99
014805836	HMNTS	lsidyv3c44bb52
014805837	HMNTS	lsidyv347439e4
014805838	HMNTS	lsidyv3a82bdf0
014805839	HMNTS	lsidyv3b23e3a4
014805840	HMNTS	lsidyv2b3aa38a
014805841	HMNTS	lsidyv3b39e436
014805842	HMNTS	lsidyv3a30e78a
014805843	HMNTS	lsidyv3cbc195b
014805844	HMNTS	lsidyv39429996
014805845	HMNTS	lsidyv3c46b987
014805846	HMNTS	lsidyv3c469a3d
014805847	HMNTS	lsidyv3aa8e755
014805848	HMNTS	lsidyv3b2dfdf9
014805849	HMNTS	lsidyv353f2094
014805850	HMNTS	lsidyv3ad4eb0b
014805851	HMNTS	lsidyv3b3a80e0
014805852	HMNTS	lsidyv3b244cba
014805853	HMNTS	lsidyv3b3149c7
014805854	HMNTS	lsidyv3545492c
014805855	HMNTS	lsidyv3cb0a9c8
014805856	HMNTS	lsidyv3c3e404a
014805857	HMNTS	lsidyv3bf481ca
014805858	HMNTS	lsidyv3bc15a78
014805859	HMNTS	lsidyv3bc15193
014805860	HMNTS	lsidyv3ac668e9
014805861	HMNTS	lsidyv3a1f8842
014805862	HMNTS	lsidyv3a57f437
014805863	HMNTS	lsidyv3aa44326
014805864	HMNTS	lsidyv3b55732c
014805865	HMNTS	lsidyv3b0117be
014805866	HMNTS	lsidyv3c697382
014805867	HMNTS	lsidyv392457a7
014805868	HMNTS	lsidyv2b2dff15
014805869	HMNTS	lsidyv3ce65141
014805870	HMNTS	lsidyv3ca571ea
014805871	HMNTS	lsidyv3b2b6a13
014805872	HMNTS	lsidyv3c2fc1ec
014805873	HMNTS	lsidyv3a65b0b8
014805874	HMNTS	lsidyv3ae82573
014805875	HMNTS	lsidyv3cbfd5a4
014805876	HMNTS	lsidyv3c8819fb
014805877	HMNTS	lsidyv32d9084b
014805878	HMNTS	lsidyv3bd22407
014805879	HMNTS	lsidyv309616aa
014805880	HMNTS	lsidyv3cc997d2
014805881	HMNTS	lsidyv3cd9d909
014805882	HMNTS	lsidyv3bf1221b
014805883	HMNTS	lsidyv3ce90637
014805884	HMNTS	lsidyv3c8dde45
014805885	HMNTS	lsidyv3c8b1097
014805886	HMNTS	lsidyv3baf2b8a
014805887	HMNTS	lsidyv3a8cbc24
014805888	HMNTS	lsidyv3a4739c2
014805889	HMNTS	lsidyv3b409666
014805890	HMNTS	lsidyv3a964586
014805891	HMNTS	lsidyv3a6242e1
014805892	HMNTS	lsidyv34f47efe
014805893	HMNTS	lsidyv3b9b1f0e
014805894	HMNTS	lsidyv3ce0d285
014805895	HMNTS	lsidyv39916b81
014805896	HMNTS	lsidyv38e57f3d
014805897	HMNTS	lsidyv39a7e7ea
014805898	HMNTS	lsidyv38eb6d4b
014805899	HMNTS	lsidyv33919f2d
014805900	HMNTS	lsidyv3cc6fe0e
014805901	HMNTS	lsidyv3b387ba6
014805902	HMNTS	lsidyv2afffb21
014805903	HMNTS	lsidyv3163314b
014805904	HMNTS	lsidyv3c9c1d3e
014805905	HMNTS	lsidyv3936fafe
014805906	HMNTS	lsidyv3927216a
014805907	HMNTS	lsidyv3c98f9e6
014805908	HMNTS	lsidyv3caac80a
014805909	HMNTS	lsidyv3aa2dd3e
014805910	HMNTS	lsidyv3a3a8bb8
014805911	HMNTS	lsidyv3c4b2696
014805912	HMNTS	lsidyv3ae25612
014805913	HMNTS	lsidyv3ac50061
014805914	HMNTS	lsidyv306f8e15
014805915	HMNTS	lsidyv349cd754
014805916	HMNTS	lsidyv3a3d673b
014805917	HMNTS	lsidyv3b64b414
014805918	HMNTS	lsidyv3a1f952c
014805919	HMNTS	lsidyv3a5bb76f
014805920	HMNTS	lsidyv3a8543a4
014805921	HMNTS	lsidyv3a2702f2
014805922	HMNTS	lsidyv3cc8d39e
014805923	HMNTS	lsidyv38fce348
014805924	HMNTS	lsidyv3b096750
014805925	HMNTS	lsidyv39591f9e
014805926	HMNTS	lsidyv3c5ad537
014805927	HMNTS	lsidyv3cad4b8c
014805928	HMNTS	lsidyv3c367a2f
014805929	HMNTS	lsidyv3a3d9b1a
014805930	HMNTS	lsidyv3b9d9a90
014805931	HMNTS	lsidyv3bd5e2d9
014805932	HMNTS	lsidyv2b3e2da7
014805933	HMNTS	lsidyv38ee5ffb
014805934	HMNTS	lsidyv3c538293
014805935	HMNTS	lsidyv3a028b38
014805936	HMNTS	lsidyv3986e911
014805938	HMNTS	lsidyv349385ba
014805939	HMNTS	lsidyv3c5ec4a9
014805940	HMNTS	lsidyv39ec68d2
014805941	HMNTS	lsidyv39300134
014805942	HMNTS	lsidyv38eee347
014805943	HMNTS	lsidyv3c8e38b5
014805944	HMNTS	lsidyv2b0317ca
014805945	HMNTS	lsidyv354541a3
014805946	HMNTS	lsidyv346d44ef
014805947	HMNTS	lsidyv34ec5f14
014805948	HMNTS	lsidyv3944fed3
014805949	HMNTS	lsidyv3c113e36
014805950	HMNTS	lsidyv3c94f366
014805951	HMNTS	lsidyv3a566b73
014805952	HMNTS	lsidyv3a0b67d6
014805953	HMNTS	lsidyv309e1639
014805954	HMNTS	lsidyv3a86f5de
014805955	HMNTS	lsidyv392dd110
014805956	HMNTS	lsidyv2b5c0a15
014805957	HMNTS	lsidyv395e4af5
014805958	HMNTS	lsidyv398a1dbb
014805959	HMNTS	lsidyv3c1ef926
014805960	HMNTS	lsidyv3c8ac42b
014805961	HMNTS	lsidyv3ce84f8c
014805962	HMNTS	lsidyv398cbad6
014805963	HMNTS	lsidyv3c2343f4
014805964	HMNTS	lsidyv350af029
014805965	HMNTS	lsidyv392200e0
014805966	HMNTS	lsidyv3471b24d
014805967	HMNTS	lsidyv3a989d01
014805968	HMNTS	lsidyv3be20cd5
014805969	HMNTS	lsidyv39363d8e
014805970	HMNTS	lsidyv3aeafe54
014805971	HMNTS	lsidyv3a8d9dc0
014805972	HMNTS	lsidyv3940df7a
014805973	HMNTS	lsidyv38eb70f3
014805974	HMNTS	lsidyv38eb72ac
014805975	HMNTS	lsidyv390df111
014805976	HMNTS	lsidyv39218971
014805977	HMNTS	lsidyv3027065c
014805978	HMNTS	lsidyv3a97498a
014805979	HMNTS	lsidyv39f3b734
014805980	HMNTS	lsidyv3abe9286
014805981	HMNTS	lsidyv3a5ad954
014805982	HMNTS	lsidyv3c45b72a
014805983	HMNTS	lsidyv3933e598
014805984	HMNTS	lsidyv3b0c796a
014805985	HMNTS	lsidyv3c4bcd84
014805986	HMNTS	lsidyv3c4d8ff2
014805987	HMNTS	lsidyv39070d08
014805988	HMNTS	lsidyv3bd9294a
014805989	HMNTS	lsidyv3dc58a44
014805990	HMNTS	lsidyv3abb6123
014805992	HMNTS	lsidyv3c1104f9
014805993	HMNTS	lsidyv39548a15
014805994	HMNTS	lsidyv30316d1e
014805995	HMNTS	lsidyv3bed9b3c
014805996	HMNTS	lsidyv2af59880
014805997	HMNTS	lsidyv3cc7adba
014805998	HMNTS	lsidyv3cca2c4a
014805999	HMNTS	lsidyv3b25e481
014806000	HMNTS	lsidyv35402713
014806001	HMNTS	lsidyv39ab57b2
014806002	HMNTS	lsidyv34799bf4
014806003	HMNTS	lsidyv3a21910e
014806004	HMNTS	lsidyv31520b7a
014806007	HMNTS	lsidyv3b8eb359
014806008	HMNTS	lsidyv3c72436a
014806009	HMNTS	lsidyv397bc29c
014806010	HMNTS	lsidyv39a9627a
014806011	HMNTS	lsidyv397ecc9b
014806012	HMNTS	lsidyv39a29b2c
014806013	HMNTS	lsidyv398e134e
014806014	HMNTS	lsidyv3990967d
014806015	HMNTS	lsidyv397a86d8
014806016	HMNTS	lsidyv397bf383
014806017	HMNTS	lsidyv39ee777f
014806018	HMNTS	lsidyv3c1436d6
014806019	HMNTS	lsidyv35408442
014806020	HMNTS	lsidyv395d69fb
014806021	HMNTS	lsidyv3c928090
014806022	HMNTS	lsidyv3caf57b1
014806023	HMNTS	lsidyv39b8f82b
014806024	HMNTS	lsidyv38df25aa
014806027	HMNTS	lsidyv39073697
014806028	HMNTS	lsidyv3c1c4431
014806029	HMNTS	lsidyv3918edce
014806030	HMNTS	lsidyv306d263d
014806031	HMNTS	lsidyv3c11821e
014806032	HMNTS	lsidyv3c1b3ec5
014806033	HMNTS	lsidyv3e61d17d
014806034	HMNTS	lsidyv3e63d334
014806035	HMNTS	lsidyv3e65baf9
014806036	HMNTS	lsidyv3537a505
014806037	HMNTS	lsidyv3545317a
014806038	HMNTS	lsidyv3a0f5e5e
014806039	HMNTS	lsidyv3b2fbb13
014806040	HMNTS	lsidyv30b7324c
014806041	HMNTS	lsidyv3b0b45d5
014806042	HMNTS	lsidyv395c7b2f
014806043	HMNTS	lsidyv3cd999d2
014806044	HMNTS	lsidyv3017628f
014806045	HMNTS	lsidyv30adecef
014806046	HMNTS	lsidyv38ebc0d3
014806047	HMNTS	lsidyv3b4dcc8c
014806048	HMNTS	lsidyv353836d2
014806050	HMNTS	lsidyv3d96d6ca
014806051	HMNTS	lsidyv3ac32c50
014806052	HMNTS	lsidyv38e55392
014806054	HMNTS	lsidyv3ae5fbc5
014806055	HMNTS	lsidyv3b231b1b
014806056	HMNTS	lsidyv3b1e91bd
014806057	HMNTS	lsidyv3cc046cb
014806058	HMNTS	lsidyv3cc09e4a
014806059	HMNTS	lsidyv3cc0a7fb
014806060	HMNTS	lsidyv3ca6a950
014806061	HMNTS	lsidyv3aebc223
014806062	HMNTS	lsidyv3b068656
014806063	HMNTS	lsidyv3acd5d15
014806064	HMNTS	lsidyv3142acfe
014806065	HMNTS	lsidyv3bbf93b4
014806066	HMNTS	lsidyv38fa2451
014806067	HMNTS	lsidyv3b940592
014806068	HMNTS	lsidyv307cdce1
014806069	HMNTS	lsidyv3af4c28c
014806070	HMNTS	lsidyv39655261
014806071	HMNTS	lsidyv397e5530
014806072	HMNTS	lsidyv3b2bdd7d
014806073	HMNTS	lsidyv317f6096
014806074	HMNTS	lsidyv32c10d54
014806075	HMNTS	lsidyv3b8bfe05
014806076	HMNTS	lsidyv307ca11a
014806077	HMNTS	lsidyv3a5ab4bd
014806078	HMNTS	lsidyv30a2e5ea
014806079	HMNTS	lsidyv3a2844a0
014806080	HMNTS	lsidyv319a718a
014806081	HMNTS	lsidyv3aac85fb
014806082	HMNTS	lsidyv2b178d1e
014806083	HMNTS	lsidyv392c080a
014806084	HMNTS	lsidyv3ade10a8
014806085	HMNTS	lsidyv3bca5d77
014806086	HMNTS	lsidyv3bc9f903
014806087	HMNTS	lsidyv3bc9b77d
014806088	HMNTS	lsidyv3c414da4
014806089	HMNTS	lsidyv3ab47959
014806090	HMNTS	lsidyv3a18c52a
014806091	HMNTS	lsidyv346fc708
014806092	HMNTS	lsidyv39b5a631
014806093	HMNTS	lsidyv354683c4
014806094	HMNTS	lsidyv39802d0c
014806095	HMNTS	lsidyv34ebdcfe
014806096	HMNTS	lsidyv3471458b
014806097	HMNTS	lsidyv3c35d45e
014806098	HMNTS	lsidyv3c4d5503
014806099	HMNTS	lsidyv391eee96
014806100	HMNTS	lsidyv3c1cfe21
014806101	HMNTS	lsidyv3cb63be7
014806102	HMNTS	lsidyv3926a75f
014806103	HMNTS	lsidyv3bf2b247
014806104	HMNTS	lsidyv3c0b8a73
014806105	HMNTS	lsidyv3c0f6ab0
014806106	HMNTS	lsidyv3c1ec185
014806107	HMNTS	lsidyv3c418f5c
014806108	HMNTS	lsidyv3c2fd7c5
014806109	HMNTS	lsidyv3ae3dee5
014806110	HMNTS	lsidyv346cd81c
014806111	HMNTS	lsidyv34745a20
014806112	HMNTS	lsidyv3c124637
014806113	HMNTS	lsidyv32bb0b72
014806114	HMNTS	lsidyv306740d5
014806115	HMNTS	lsidyv34795e91
014806116	HMNTS	lsidyv3ce65eda
014806117	HMNTS	lsidyv3c366362
014806118	HMNTS	lsidyv2b600006
014806119	HMNTS	lsidyv3c41ac0f
014806120	HMNTS	lsidyv30a9a5d4
014806121	HMNTS	lsidyv390ed7cb
014806122	HMNTS	lsidyv3a970ee3
014806123	HMNTS	lsidyv368a65e7
014806124	HMNTS	lsidyv3bc4bc36
014806125	HMNTS	lsidyv3cd9fd0f
014806126	HMNTS	lsidyv36b2e1b3
014806127	HMNTS	lsidyv30377481
014806128	HMNTS	lsidyv3bdc68d2
014806129	HMNTS	lsidyv3c0ac031
014806130	HMNTS	lsidyv3c0f802b
014806131	HMNTS	lsidyv3c6b252f
014806132	HMNTS	lsidyv3c18f162
014806133	HMNTS	lsidyv3bb1ec09
014806134	HMNTS	lsidyv3be0f4fa
014806135	HMNTS	lsidyv3b9d0a80
014806136	HMNTS	lsidyv3c3f4bd3
014806137	HMNTS	lsidyv3a8783fb
014806138	HMNTS	lsidyv30a41fdd
014806139	HMNTS	lsidyv3a10685f
014806140	HMNTS	lsidyv3cc72c15
014806141	HMNTS	lsidyv2af689dd
014806142	HMNTS	lsidyv3c781042
014806144	HMNTS	lsidyv3c9025ff
014806145	HMNTS	lsidyv3c9b1649
014806146	HMNTS	lsidyv3c4379ed
014806147	HMNTS	lsidyv393668b3
014806148	HMNTS	lsidyv3a9e0f9e
014806149	HMNTS	lsidyv3a58ec2a
014806150	HMNTS	lsidyv34259ed2
014806151	HMNTS	lsidyv342803ad
014806152	HMNTS	lsidyv3aff2248
014806153	HMNTS	lsidyv3ae9e340
014806154	HMNTS	lsidyv346f0809
014806155	HMNTS	lsidyv3c9cb155
014806156	HMNTS	lsidyv3bee5c4a
014806157	HMNTS	lsidyv3a0d1fc4
014806158	HMNTS	lsidyv34747656
