System Number	$b	$j
015210898	HMNTS	lsidyv2cde7850
015210899	HMNTS	lsidyv2cb3a0be
015210900	HMNTS	lsidyv2e9be599
015210901	HMNTS	lsidyv2c86e8ff
015210902	HMNTS	lsidyv2c776642
015210903	HMNTS	lsidyv2c770aab
015210904	HMNTS	lsidyv2ca99cff
015210905	HMNTS	lsidyv2ccb5dcd
015210906	HMNTS	lsidyv2cc0f8a5
015210907	HMNTS	lsidyv2e9ee6f7
015210908	HMNTS	lsidyv2caba23d
015210909	HMNTS	lsidyv3012af9c
015210910	HMNTS	lsidyv2c84fa2c
015210911	HMNTS	lsidyv2c73ba43
015210912	HMNTS	lsidyv2cd07949
015210913	HMNTS	lsidyv2ccff290
015210914	HMNTS	lsidyv2ca89bfb
015210915	HMNTS	lsidyv2cc054d1
015210916	HMNTS	lsidyv2cd7c85e
015210917	HMNTS	lsidyv2cc70b64
015210918	HMNTS	lsidyv2ce07958
015210919	HMNTS	lsidyv2c82c2de
015210920	HMNTS	lsidyv3012eb3a
015210921	HMNTS	lsidyv2cc9959e
015210922	HMNTS	lsidyv2c8ad708
015210923	HMNTS	lsidyv2ca1738c
015210924	HMNTS	lsidyv2c7d1b97
015210925	HMNTS	lsidyv2c75a836
015210926	HMNTS	lsidyv2c784901
015210927	HMNTS	lsidyv2cc3032a
015210928	HMNTS	lsidyv2caff005
015210929	HMNTS	lsidyv2ea1568c
015210930	HMNTS	lsidyv2cd0013e
015210931	HMNTS	lsidyv2c96d759
015210932	HMNTS	lsidyv2c8a9568
015210933	HMNTS	lsidyv2cc1846f
015210934	HMNTS	lsidyv2ccd10b7
015210935	HMNTS	lsidyv2e9c0ee4
015210936	HMNTS	lsidyv2cd305cd
015210937	HMNTS	lsidyv2c74df65
015210938	HMNTS	lsidyv2ccb02e6
015210939	HMNTS	lsidyv2cd61aa4
015210940	HMNTS	lsidyv2e9dc755
015210941	HMNTS	lsidyv2e9ddf1c
015210942	HMNTS	lsidyv2e9eff4d
015210943	HMNTS	lsidyv2cd42d33
015210944	HMNTS	lsidyv2cc6475d
015210945	HMNTS	lsidyv2e9f08d8
015210946	HMNTS	lsidyv2ca1f6e4
015210947	HMNTS	lsidyv2c74b2e9
015210948	HMNTS	lsidyv2c78304f
015210949	HMNTS	lsidyv2cb813a3
015210950	HMNTS	lsidyv2c842154
015210951	HMNTS	lsidyv2cb210a7
015210952	HMNTS	lsidyv2ce11c78
015210953	HMNTS	lsidyv2e9eef65
015210954	HMNTS	lsidyv2ccefa5f
015210955	HMNTS	lsidyv2e9de75c
015210956	HMNTS	lsidyv2cbb4e9d
015210957	HMNTS	lsidyv2cbaf039
015210958	HMNTS	lsidyv2e9e11d4
015210959	HMNTS	lsidyv2caa5b79
015210960	HMNTS	lsidyv2c9f8e5c
015210961	HMNTS	lsidyv2cc69649
015210962	HMNTS	lsidyv2c873f2e
015210963	HMNTS	lsidyv2c7777da
015210964	HMNTS	lsidyv2c77d958
015210965	HMNTS	lsidyv2cbfdd1d
015210966	HMNTS	lsidyv2cd86815
015210967	HMNTS	lsidyv2ca83030
015210968	HMNTS	lsidyv2cb5e5a1
015210969	HMNTS	lsidyv2c87b7ea
015210970	HMNTS	lsidyv2c77107a
015210971	HMNTS	lsidyv2e9f20fe
015210972	HMNTS	lsidyv2e9e18fd
015210973	HMNTS	lsidyv2ccfca8e
015210974	HMNTS	lsidyv2caa1a53
015210975	HMNTS	lsidyv2c9664b8
015210976	HMNTS	lsidyv2c74a608
015210977	HMNTS	lsidyv2cd4aa16
015210978	HMNTS	lsidyv2c75523f
015210979	HMNTS	lsidyv2c76a43e
015210980	HMNTS	lsidyv30129973
015210981	HMNTS	lsidyv2c78353a
015210982	HMNTS	lsidyv2c879e9d
015210983	HMNTS	lsidyv2ca4b486
015210984	HMNTS	lsidyv2c9c4b7d
015210985	HMNTS	lsidyv2ccf19be
015210986	HMNTS	lsidyv2c83b6ec
015210987	HMNTS	lsidyv2c785203
015210988	HMNTS	lsidyv2e9bd6eb
015210989	HMNTS	lsidyv2cbc077c
015210990	HMNTS	lsidyv2c9392b6
015210991	HMNTS	lsidyv2ca50344
015210992	HMNTS	lsidyv2ccf5849
015210993	HMNTS	lsidyv2c765920
015210994	HMNTS	lsidyv2ccacf91
015210995	HMNTS	lsidyv2c942e6a
015210996	HMNTS	lsidyv2ea2a769
015210997	HMNTS	lsidyv2cd83ed2
015210998	HMNTS	lsidyv2c83ed72
015210999	HMNTS	lsidyv2c9f5a34
015211000	HMNTS	lsidyv2cca4e57
015211001	HMNTS	lsidyv2cb7184b
015211002	HMNTS	lsidyv2c94b68a
015211003	HMNTS	lsidyv2e9e4bf3
015211004	HMNTS	lsidyv2cd64ac1
015211005	HMNTS	lsidyv2cd2ac7f
015211006	HMNTS	lsidyv2cd2826b
015211007	HMNTS	lsidyv2cc7887f
015211008	HMNTS	lsidyv2c787a1f
015211009	HMNTS	lsidyv2cd5f089
015211010	HMNTS	lsidyv2c90e6a0
015211011	HMNTS	lsidyv2cbe2502
015211012	HMNTS	lsidyv2c8cb016
015211013	HMNTS	lsidyv2c8f29cb
015211014	HMNTS	lsidyv2ca0e8c8
015211015	HMNTS	lsidyv2c964f8f
015211016	HMNTS	lsidyv2c831b8c
015211017	HMNTS	lsidyv2c7cf811
015211018	HMNTS	lsidyv2c7cc1df
015211019	HMNTS	lsidyv2e9ec135
015211020	HMNTS	lsidyv2cd7fed1
015211021	HMNTS	lsidyv2c78933e
015211022	HMNTS	lsidyv2c961011
015211023	HMNTS	lsidyv2cd79e9b
015211024	HMNTS	lsidyv2ea0d4d0
015211025	HMNTS	lsidyv2cab80ac
015211026	HMNTS	lsidyv2cb0d8be
015211027	HMNTS	lsidyv2c773ac7
015211028	HMNTS	lsidyv2ca14425
015211029	HMNTS	lsidyv2c828996
015211030	HMNTS	lsidyv2cb686ea
015211031	HMNTS	lsidyv2ca7be38
015211032	HMNTS	lsidyv2c7740b4
015211033	HMNTS	lsidyv2c8867ef
015211034	HMNTS	lsidyv2c752a22
015211035	HMNTS	lsidyv2c76161a
015211036	HMNTS	lsidyv2cb4a7f1
015211037	HMNTS	lsidyv2cb64ba9
015211038	HMNTS	lsidyv2cd8d27a
015211039	HMNTS	lsidyv2c954027
015211040	HMNTS	lsidyv2ccd58db
015211041	HMNTS	lsidyv2c8489fb
015211042	HMNTS	lsidyv2c88df53
015211043	HMNTS	lsidyv2cc8e725
015211044	HMNTS	lsidyv2e9e7458
015211045	HMNTS	lsidyv2ccae561
015211046	HMNTS	lsidyv2ea044b6
015211047	HMNTS	lsidyv2e9e0612
015211048	HMNTS	lsidyv2cbd4f72
015211049	HMNTS	lsidyv2ca2887c
015211050	HMNTS	lsidyv2e9cb94e
015211051	HMNTS	lsidyv2cc89ebd
015211052	HMNTS	lsidyv2cde58a1
015211053	HMNTS	lsidyv2cd48b03
015211054	HMNTS	lsidyv2ca91ae3
015211055	HMNTS	lsidyv2cd03abe
015211056	HMNTS	lsidyv2e9f2915
015211057	HMNTS	lsidyv2c94d71a
015211058	HMNTS	lsidyv2c9bc9f0
015211059	HMNTS	lsidyv2cd2d696
015211060	HMNTS	lsidyv2cac5f17
015211061	HMNTS	lsidyv2caac8b1
015211062	HMNTS	lsidyv2cdef4f0
015211063	HMNTS	lsidyv2cb352d8
015211064	HMNTS	lsidyv2e9d1cc4
015211065	HMNTS	lsidyv2cc010f3
015211066	HMNTS	lsidyv2cc5e38e
015211067	HMNTS	lsidyv2cc5216d
015211068	HMNTS	lsidyv2cabca13
015211069	HMNTS	lsidyv2c933acf
015211070	HMNTS	lsidyv2c8bc312
015211071	HMNTS	lsidyv2ea26af7
015211072	HMNTS	lsidyv2cc20a9e
015211073	HMNTS	lsidyv2cc593c7
015211074	HMNTS	lsidyv2cc3d6fd
015211075	HMNTS	lsidyv2cc8228b
015211076	HMNTS	lsidyv2cd98054
015211077	HMNTS	lsidyv2c7c48b6
015211078	HMNTS	lsidyv2c780a38
015211079	HMNTS	lsidyv2c9fe155
015211080	HMNTS	lsidyv2c9de8b4
015211081	HMNTS	lsidyv2cd5838d
015211082	HMNTS	lsidyv2c73cb9c
015211083	HMNTS	lsidyv2caa90e7
015211084	HMNTS	lsidyv2e9d0423
015211085	HMNTS	lsidyv2cb87448
015211086	HMNTS	lsidyv2c92d8b1
015211087	HMNTS	lsidyv2ca2d57e
015211088	HMNTS	lsidyv2ea278bd
015211089	HMNTS	lsidyv2cb43d8b
015211090	HMNTS	lsidyv2cc7d530
015211091	HMNTS	lsidyv2cc8d158
015211092	HMNTS	lsidyv2cd67ae8
015211093	HMNTS	lsidyv2c9e53bc
015211094	HMNTS	lsidyv2ce1676e
015211095	HMNTS	lsidyv2c95ca73
015211096	HMNTS	lsidyv2cab5ee6
015211097	HMNTS	lsidyv2cbcfe76
015211098	HMNTS	lsidyv2cd3fe74
015211099	HMNTS	lsidyv2c9e1882
015211100	HMNTS	lsidyv2ccc2fa6
015211101	HMNTS	lsidyv2cc41e88
015211102	HMNTS	lsidyv2cbf6e6f
015211103	HMNTS	lsidyv2c773b3e
015211104	HMNTS	lsidyv2c8510d8
015211105	HMNTS	lsidyv2ca1b28a
015211106	HMNTS	lsidyv2ca24c0a
015211107	HMNTS	lsidyv2c8e9d20
015211108	HMNTS	lsidyv2cbde207
015211109	HMNTS	lsidyv2c773ff7
015211110	HMNTS	lsidyv2cbb9b54
015211111	HMNTS	lsidyv2ca95d29
015211112	HMNTS	lsidyv2ccd2fce
015211113	HMNTS	lsidyv2e9ed7d7
015211114	HMNTS	lsidyv2cb60a6b
015211115	HMNTS	lsidyv2cca7a5e
015211116	HMNTS	lsidyv2c9cf177
015211117	HMNTS	lsidyv2c986f2c
015211118	HMNTS	lsidyv2ccb818c
015211119	HMNTS	lsidyv2c77bda7
015211120	HMNTS	lsidyv2e9bb910
015211121	HMNTS	lsidyv2cdb878d
015211122	HMNTS	lsidyv2c91122d
015211123	HMNTS	lsidyv2c8b341c
015211124	HMNTS	lsidyv2c774261
015211125	HMNTS	lsidyv2c746a62
015211126	HMNTS	lsidyv2c73d930
015211127	HMNTS	lsidyv2c9bf781
015211128	HMNTS	lsidyv2cdaf433
015211129	HMNTS	lsidyv2c84bb91
015211130	HMNTS	lsidyv2caaeab3
015211131	HMNTS	lsidyv2c97e071
015211132	HMNTS	lsidyv2cc29946
015211133	HMNTS	lsidyv2cd3aa06
015211134	HMNTS	lsidyv2cb737f5
015211135	HMNTS	lsidyv2c77178e
015211136	HMNTS	lsidyv2c912be8
015211137	HMNTS	lsidyv2c8a6ad5
015211138	HMNTS	lsidyv2e9c1beb
015211139	HMNTS	lsidyv2cdbd25c
015211140	HMNTS	lsidyv2ccce904
015211141	HMNTS	lsidyv2ca9f09e
015211142	HMNTS	lsidyv2e9c870b
015211143	HMNTS	lsidyv2c936961
015211144	HMNTS	lsidyv2cbd2800
015211145	HMNTS	lsidyv2ce0fb1c
015211146	HMNTS	lsidyv2e9d7377
015211147	HMNTS	lsidyv2cdb34b8
015211148	HMNTS	lsidyv2e9c6d6e
015211149	HMNTS	lsidyv2cc84a47
015211150	HMNTS	lsidyv2ccd80ae
015211151	HMNTS	lsidyv2c775132
015211152	HMNTS	lsidyv2e9daf4c
015211153	HMNTS	lsidyv2cc2557f
015211154	HMNTS	lsidyv2c774398
015211155	HMNTS	lsidyv2c8813e9
015211156	HMNTS	lsidyv2c9e8486
015211157	HMNTS	lsidyv2cbf166c
015211158	HMNTS	lsidyv2e9b28d5
015211159	HMNTS	lsidyv2cc92ea8
015211160	HMNTS	lsidyv2cb122b9
015211161	HMNTS	lsidyv2cc6e2f1
015211162	HMNTS	lsidyv2ce0166a
015211163	HMNTS	lsidyv2c914799
015211164	HMNTS	lsidyv2cd91cbd
015211165	HMNTS	lsidyv2ccc0913
015211166	HMNTS	lsidyv301285a0
015178003	HMNTS	lsidyv2ae7b0c3
015178004	HMNTS	lsidyv2c54c9d5
015178005	HMNTS	lsidyv2c55d96a
015178006	HMNTS	lsidyv2b0a1b00
015178007	HMNTS	lsidyv2c6951c4
015178008	HMNTS	lsidyv2c496cb4
015178009	HMNTS	lsidyv2b0bf038
015178010	HMNTS	lsidyv2c4cb67b
015178011	HMNTS	lsidyv2c60b036
015178012	HMNTS	lsidyv2aebc807
015178013	HMNTS	lsidyv2c547bbf
015178014	HMNTS	lsidyv2c735f25
015178015	HMNTS	lsidyv2afb8393
015178016	HMNTS	lsidyv2afc8622
015178017	HMNTS	lsidyv2b29605e
015178018	HMNTS	lsidyv2c669735
015178019	HMNTS	lsidyv2c5403f6
015178020	HMNTS	lsidyv2ae95928
015178021	HMNTS	lsidyv2b0ac358
015178022	HMNTS	lsidyv2b0c627f
015178023	HMNTS	lsidyv2b07213b
015178024	HMNTS	lsidyv2c5e7912
015178025	HMNTS	lsidyv2c616640
015178026	HMNTS	lsidyv2b0022ce
015178027	HMNTS	lsidyv2ae80665
015178028	HMNTS	lsidyv2afd34bb
015178029	HMNTS	lsidyv2b064fc9
015178030	HMNTS	lsidyv2c49ae4c
015178031	HMNTS	lsidyv2c5e6c01
015178032	HMNTS	lsidyv2b27ea2d
015178033	HMNTS	lsidyv2b0eaa1f
015178034	HMNTS	lsidyv2c6a6ed3
015178035	HMNTS	lsidyv2c4dcd9c
015178036	HMNTS	lsidyv2b0e8715
015178037	HMNTS	lsidyv2aecdf13
015178038	HMNTS	lsidyv2b0f01d0
015178039	HMNTS	lsidyv2ae81750
015178040	HMNTS	lsidyv2b058a70
015178041	HMNTS	lsidyv2c4d47a0
015178042	HMNTS	lsidyv2b09b2e3
015178043	HMNTS	lsidyv2b1105dd
015178044	HMNTS	lsidyv2b07bd39
015178045	HMNTS	lsidyv2b05f2b9
015178046	HMNTS	lsidyv2b0c42e3
015178047	HMNTS	lsidyv2c4c7a6f
015178048	HMNTS	lsidyv2c612dfe
015178049	HMNTS	lsidyv2b0e269e
015178050	HMNTS	lsidyv2c492d26
015178051	HMNTS	lsidyv2b0e2f8e
015178052	HMNTS	lsidyv2b0a931f
015178053	HMNTS	lsidyv2c4c45e3
015178054	HMNTS	lsidyv2b06d306
015178055	HMNTS	lsidyv2c6cfc21
015178056	HMNTS	lsidyv2b0b4401
015178057	HMNTS	lsidyv2ae802e1
015178058	HMNTS	lsidyv2b0efcfd
015178059	HMNTS	lsidyv2b0c3840
015178060	HMNTS	lsidyv2b2788b0
015178061	HMNTS	lsidyv2b280124
015178062	HMNTS	lsidyv2b0e3989
015178063	HMNTS	lsidyv2b2768b4
015178064	HMNTS	lsidyv2b27acc7
015178065	HMNTS	lsidyv2ae7c29e
015178066	HMNTS	lsidyv2c5c7216
015178067	HMNTS	lsidyv2ae7c3bb
015178068	HMNTS	lsidyv2ae7c460
015178069	HMNTS	lsidyv2b0b2e27
015178070	HMNTS	lsidyv2b054d70
015178071	HMNTS	lsidyv2c61d857
015178072	HMNTS	lsidyv2b110887
015178073	HMNTS	lsidyv2b112792
015178074	HMNTS	lsidyv2c4a2810
015178075	HMNTS	lsidyv2b09410e
015178076	HMNTS	lsidyv2b0c8c01
015178077	HMNTS	lsidyv2b063860
015178078	HMNTS	lsidyv2b043ce3
015178079	HMNTS	lsidyv2ae7c5ef
015178080	HMNTS	lsidyv2b29ef9e
015178081	HMNTS	lsidyv2b0e7dbf
015178082	HMNTS	lsidyv2b0e349b
015178083	HMNTS	lsidyv2b09b21a
015178084	HMNTS	lsidyv2b0d07af
015178085	HMNTS	lsidyv2b055f76
015178086	HMNTS	lsidyv2b09ac68
015178087	HMNTS	lsidyv2c541ca3
015178088	HMNTS	lsidyv2ae7aade
015178089	HMNTS	lsidyv2b03c3ce
015178090	HMNTS	lsidyv2b0a7c0e
015178091	HMNTS	lsidyv2b0a7731
015178092	HMNTS	lsidyv2aeadafa
015178093	HMNTS	lsidyv2aeadea9
015178094	HMNTS	lsidyv2aeae282
015178095	HMNTS	lsidyv2aeae726
015178096	HMNTS	lsidyv2aeaeb7b
015178097	HMNTS	lsidyv2aeaef2b
015178098	HMNTS	lsidyv2aeb2683
015178099	HMNTS	lsidyv2aeb2970
015178100	HMNTS	lsidyv2b0b5ad0
015178101	HMNTS	lsidyv2b0b51dd
015178102	HMNTS	lsidyv2aeb4639
015178103	HMNTS	lsidyv2afdba54
015178104	HMNTS	lsidyv2b0c9a7c
015178105	HMNTS	lsidyv2b0b6684
015178106	HMNTS	lsidyv2aeb2ddb
015178107	HMNTS	lsidyv2b0d04e2
015178108	HMNTS	lsidyv2b09c29b
015178109	HMNTS	lsidyv2ae95c80
015178110	HMNTS	lsidyv2b0ef97c
015178111	HMNTS	lsidyv2aeccd2d
015178112	HMNTS	lsidyv2b0b3ad7
015178113	HMNTS	lsidyv2c72d365
015178114	HMNTS	lsidyv2ea7e8e1
015178115	HMNTS	lsidyv2b0b4c04
015178116	HMNTS	lsidyv2b04d98b
015178117	HMNTS	lsidyv2af22ee2
015178118	HMNTS	lsidyv2cbe971b
015178119	HMNTS	lsidyv2b09c4cc
015178120	HMNTS	lsidyv2b05af85
015178121	HMNTS	lsidyv2b0b292f
015178122	HMNTS	lsidyv2c483023
015178123	HMNTS	lsidyv2b09ba35
015178124	HMNTS	lsidyv2aee608d
015178125	HMNTS	lsidyv2c671482
015178126	HMNTS	lsidyv2c4d4623
015178127	HMNTS	lsidyv2b09fbc4
015178128	HMNTS	lsidyv2b064678
015178129	HMNTS	lsidyv2b06122e
015178130	HMNTS	lsidyv2aebaec2
015178131	HMNTS	lsidyv2b09d035
015178132	HMNTS	lsidyv2c4f5fbe
015178133	HMNTS	lsidyv30127b5f
015178134	HMNTS	lsidyv2b0c0636
015178135	HMNTS	lsidyv2b0e1268
015178136	HMNTS	lsidyv2c497601
015178137	HMNTS	lsidyv2b0c26e9
015178138	HMNTS	lsidyv2c74ebe8
015178139	HMNTS	lsidyv2b0cd49b
015178140	HMNTS	lsidyv2b0b4656
015178141	HMNTS	lsidyv2c714f55
015178142	HMNTS	lsidyv2b0ba0ab
015178143	HMNTS	lsidyv2c5c2a08
015178144	HMNTS	lsidyv2c6355b2
015178145	HMNTS	lsidyv2b01807d
015178146	HMNTS	lsidyv2c51bcc1
015178147	HMNTS	lsidyv2b09287a
015178148	HMNTS	lsidyv2b0aa512
015178149	HMNTS	lsidyv2b0a18cc
015178150	HMNTS	lsidyv2af0cd8c
015178151	HMNTS	lsidyv2c4c738a
015178152	HMNTS	lsidyv2c592266
015178153	HMNTS	lsidyv2c4fd28a
015178154	HMNTS	lsidyv2c4bdb8a
015178155	HMNTS	lsidyv2c6eb10d
015178156	HMNTS	lsidyv2ae7c4b1
015178157	HMNTS	lsidyv2b074554
015178158	HMNTS	lsidyv2b0ac87a
015178159	HMNTS	lsidyv2aff89ec
015178160	HMNTS	lsidyv2b05e39f
015178161	HMNTS	lsidyv2c66dcb8
015178162	HMNTS	lsidyv2b0ab61b
015178163	HMNTS	lsidyv2b026cda
015178164	HMNTS	lsidyv2b0a1060
015178165	HMNTS	lsidyv2c5cef7a
015178166	HMNTS	lsidyv2ae7b23d
015178167	HMNTS	lsidyv2ae7b1b0
015178168	HMNTS	lsidyv2b09383f
015178169	HMNTS	lsidyv2b0fcaf2
015178170	HMNTS	lsidyv2c6fad2e
015178171	HMNTS	lsidyv2c6573fe
015178172	HMNTS	lsidyv2ae9c095
015178173	HMNTS	lsidyv2c4f658f
015178174	HMNTS	lsidyv2ae80473
015178175	HMNTS	lsidyv2b0cfcca
015178176	HMNTS	lsidyv2af45933
015178177	HMNTS	lsidyv2b0c5293
015178178	HMNTS	lsidyv2b0a55af
015178179	HMNTS	lsidyv2b0b3fa8
015178180	HMNTS	lsidyv2c776e84
015178181	HMNTS	lsidyv2c20f155
015178182	HMNTS	lsidyv2b04e8ab
015178183	HMNTS	lsidyv2c485595
015178184	HMNTS	lsidyv2c4f0228
015178185	HMNTS	lsidyv2b0457df
015178186	HMNTS	lsidyv2b01f86b
015178187	HMNTS	lsidyv2b0c6dbe
015178188	HMNTS	lsidyv2b0cc227
015178189	HMNTS	lsidyv2b078735
015178190	HMNTS	lsidyv2b105a3d
015178191	HMNTS	lsidyv301280f0
015178192	HMNTS	lsidyv2ae81831
015178193	HMNTS	lsidyv2aeaa54c
015178194	HMNTS	lsidyv2b09aa11
015178195	HMNTS	lsidyv2b0ad9e2
015178196	HMNTS	lsidyv2c6af014
015178197	HMNTS	lsidyv2c4e38bd
015178198	HMNTS	lsidyv2b27df7f
015178199	HMNTS	lsidyv2ae807d3
015178200	HMNTS	lsidyv2b0a64fc
015178201	HMNTS	lsidyv2afc1bbe
015178202	HMNTS	lsidyv2c209eba
015178203	HMNTS	lsidyv2b0f239a
015178204	HMNTS	lsidyv2b115ce6
015178205	HMNTS	lsidyv2ea07028
015178206	HMNTS	lsidyv2b29a4b4
015178207	HMNTS	lsidyv2b29e85b
015178208	HMNTS	lsidyv2b2a43b4
015178209	HMNTS	lsidyv2c622ffa
015178210	HMNTS	lsidyv2ae93114
015178211	HMNTS	lsidyv2c6557d5
015178212	HMNTS	lsidyv2c58df31
015178213	HMNTS	lsidyv2c56511d
015178214	HMNTS	lsidyv2b053151
015178215	HMNTS	lsidyv2c65f79a
015178216	HMNTS	lsidyv2c643078
015178217	HMNTS	lsidyv2b00e4a3
015178218	HMNTS	lsidyv2b0cceda
015178219	HMNTS	lsidyv2af7701b
015178220	HMNTS	lsidyv2b09294f
015178221	HMNTS	lsidyv2ae7c502
015178222	HMNTS	lsidyv2b0123fd
015178223	HMNTS	lsidyv2b0acced
015178224	HMNTS	lsidyv2afd6306
015178225	HMNTS	lsidyv2b09bed0
015178226	HMNTS	lsidyv2b060aa0
015178227	HMNTS	lsidyv2afc4d27
015178228	HMNTS	lsidyv2b0be271
015178229	HMNTS	lsidyv2c5563b3
015178230	HMNTS	lsidyv2b10d8af
015178231	HMNTS	lsidyv2ae95457
015178232	HMNTS	lsidyv2c1f4052
015178233	HMNTS	lsidyv2b09b0f1
015178234	HMNTS	lsidyv2b29b2ef
015178235	HMNTS	lsidyv2b09a687
015178236	HMNTS	lsidyv2c4ba06d
015178237	HMNTS	lsidyv2b0e714b
015178238	HMNTS	lsidyv2b297c5c
015178239	HMNTS	lsidyv2b048ce1
015178240	HMNTS	lsidyv2c5f27fb
015178241	HMNTS	lsidyv2b0ea8d5
015178242	HMNTS	lsidyv2b039a44
015178243	HMNTS	lsidyv2b0af86d
015178244	HMNTS	lsidyv2b0b0090
015178245	HMNTS	lsidyv2b0cb8dd
015178246	HMNTS	lsidyv2b095634
015178247	HMNTS	lsidyv2afce747
015178248	HMNTS	lsidyv2b0d7dbf
015178249	HMNTS	lsidyv2b0db2ad
015178250	HMNTS	lsidyv2b0e5fc7
015178251	HMNTS	lsidyv2b0c07cb
015178252	HMNTS	lsidyv2b0b69ed
015178253	HMNTS	lsidyv2afbf507
015178254	HMNTS	lsidyv2c68b23f
015178255	HMNTS	lsidyv2c673a8b
015178256	HMNTS	lsidyv2b0a6f53
015178257	HMNTS	lsidyv2b0b0eca
015178258	HMNTS	lsidyv2b0a5b1c
015178259	HMNTS	lsidyv2b06585f
015178260	HMNTS	lsidyv2c69a7ef
015178261	HMNTS	lsidyv2b06618c
015178262	HMNTS	lsidyv2c4f06b7
015178263	HMNTS	lsidyv2b067cd1
015178264	HMNTS	lsidyv2c610384
015178265	HMNTS	lsidyv2c72a8f9
015178266	HMNTS	lsidyv2c62ca29
015178267	HMNTS	lsidyv2b0e6665
015178268	HMNTS	lsidyv2c5387e9
015178269	HMNTS	lsidyv2c538cb2
015178270	HMNTS	lsidyv2c538368
015178271	HMNTS	lsidyv2c5320b1
015178272	HMNTS	lsidyv2c674fab
015178273	HMNTS	lsidyv2b0b04de
015178274	HMNTS	lsidyv2b0ad54b
015178275	HMNTS	lsidyv2b0cc59c
015178276	HMNTS	lsidyv2b0bb1a4
015178277	HMNTS	lsidyv2b0aceca
015178278	HMNTS	lsidyv2aea354f
015178279	HMNTS	lsidyv2c683b6b
015178280	HMNTS	lsidyv2b0ea7aa
015178281	HMNTS	lsidyv2b09eeea
015178282	HMNTS	lsidyv2c5ddb2d
015178283	HMNTS	lsidyv2b09ab6d
015178284	HMNTS	lsidyv2b0e9ef5
015178285	HMNTS	lsidyv2c4c24c8
015178286	HMNTS	lsidyv2b0a08ba
015178287	HMNTS	lsidyv2b0766f1
015178288	HMNTS	lsidyv2b0b015b
015178289	HMNTS	lsidyv2c688909
015178290	HMNTS	lsidyv2aeea70e
015178291	HMNTS	lsidyv2c4a0e11
015178292	HMNTS	lsidyv2c53a74c
015178293	HMNTS	lsidyv2c4fb1d0
015178294	HMNTS	lsidyv2b0bce5a
015178295	HMNTS	lsidyv2b0698fb
015178296	HMNTS	lsidyv2b0a2eb5
015178297	HMNTS	lsidyv2b071c6a
015178298	HMNTS	lsidyv2c4c93f5
015178299	HMNTS	lsidyv2b0dbc6a
015178300	HMNTS	lsidyv2b095a5c
015178301	HMNTS	lsidyv2b0aaa43
015178302	HMNTS	lsidyv2b09e87c
015178303	HMNTS	lsidyv2b09cc76
015178304	HMNTS	lsidyv2b0e94cd
015178305	HMNTS	lsidyv2b06965e
015178306	HMNTS	lsidyv2b0a2cf3
015178307	HMNTS	lsidyv2b09daf5
015178308	HMNTS	lsidyv2b0a3844
015178309	HMNTS	lsidyv2b09ef6b
015178310	HMNTS	lsidyv2b0a3ac9
015178311	HMNTS	lsidyv2b09e4bf
015178312	HMNTS	lsidyv2b1009d6
015178313	HMNTS	lsidyv2b0aacbc
015178314	HMNTS	lsidyv2b0b310c
015178315	HMNTS	lsidyv2b09f8c5
015178316	HMNTS	lsidyv2c62760e
015178317	HMNTS	lsidyv2c67cdf8
015178318	HMNTS	lsidyv2b0ea986
015178319	HMNTS	lsidyv2c64b03f
015178320	HMNTS	lsidyv2b07de89
015178321	HMNTS	lsidyv2b112e3a
015178322	HMNTS	lsidyv2ea05408
015178323	HMNTS	lsidyv2aee902e
015178324	HMNTS	lsidyv2b0d1b61
015178325	HMNTS	lsidyv2b0622c5
015178326	HMNTS	lsidyv2b0deb17
015178327	HMNTS	lsidyv2b0abb04
015178328	HMNTS	lsidyv2aed6439
015178329	HMNTS	lsidyv2b06b061
015178330	HMNTS	lsidyv2b0fb9a0
015178331	HMNTS	lsidyv2c497afa
015178332	HMNTS	lsidyv2b0604df
015178333	HMNTS	lsidyv2c5f1a72
015178334	HMNTS	lsidyv2b0a2d44
015178335	HMNTS	lsidyv2b0dc8ae
015178336	HMNTS	lsidyv2e9e8d83
015178337	HMNTS	lsidyv2af003ae
015178338	HMNTS	lsidyv2b09c802
015178339	HMNTS	lsidyv2c4a26b7
015178340	HMNTS	lsidyv2aed0e44
015178341	HMNTS	lsidyv2b0d2550
015178342	HMNTS	lsidyv2b0d20a3
015178343	HMNTS	lsidyv2aed6cdc
015178344	HMNTS	lsidyv2b0efe11
015178345	HMNTS	lsidyv2b09257d
015178346	HMNTS	lsidyv2aee2df4
015178347	HMNTS	lsidyv2b09dc4e
015178348	HMNTS	lsidyv2c63b770
015178349	HMNTS	lsidyv2b0f5c8e
015178350	HMNTS	lsidyv2b06d873
015178351	HMNTS	lsidyv2b0ecf4c
015178352	HMNTS	lsidyv2c5415f7
015178353	HMNTS	lsidyv2c4a3352
015178354	HMNTS	lsidyv2c4cc26b
015178355	HMNTS	lsidyv2b07711f
015178356	HMNTS	lsidyv2b0da4e6
015178357	HMNTS	lsidyv2b0b5582
015178358	HMNTS	lsidyv2b0b1ef2
015178359	HMNTS	lsidyv2b0929e8
015178360	HMNTS	lsidyv2b069bb0
015178361	HMNTS	lsidyv2ae8e298
015178362	HMNTS	lsidyv2b0dfee0
015178363	HMNTS	lsidyv2b0c4262
015178364	HMNTS	lsidyv2b10679f
